조사명,이름,전화번호,소속,1,2,3,4,5,중복횟수,중복여부
테스트조사,홍길동57669,010-7385-9352,B리서치,4,3,2,1,1,2,True
테스트조사,홍길동57744,010-4565-5782,C리서치,3,3,1,2,4,2,True
테스트조사,홍길동57795,010-8442-6206,C리서치,3,3,4,5,3,2,True
테스트조사,홍길동57830,010-4742-7277,C리서치,5,5,1,2,4,2,True
테스트조사,홍길동57847,010-5686-2231,C리서치,4,3,3,1,1,2,True
테스트조사,홍길동58162,010-4737-7956,C리서치,4,3,3,2,1,2,True
테스트조사,홍길동58184,010-4219-3890,A리서치,5,3,4,3,5,2,True
테스트조사,홍길동58240,010-9400-8042,C리서치,3,3,3,2,5,2,True
테스트조사,홍길동58303,010-4519-2747,B리서치,4,1,4,4,5,2,True
테스트조사,홍길동58458,010-9430-4326,A리서치,4,2,5,2,4,2,True
테스트조사,홍길동58558,010-7603-7928,A리서치,2,3,4,1,3,2,True
테스트조사,홍길동58647,010-9691-3603,B리서치,5,5,1,5,2,2,True
테스트조사,홍길동58692,010-4516-3692,C리서치,5,4,4,2,5,2,True
테스트조사,홍길동58760,010-7241-6774,A리서치,4,4,5,1,2,2,True
테스트조사,홍길동58928,010-6200-2077,A리서치,2,1,1,4,2,2,True
테스트조사,홍길동59146,010-5646-2098,A리서치,2,4,5,4,3,2,True
테스트조사,홍길동59162,010-4085-3106,C리서치,1,2,3,2,5,2,True
테스트조사,홍길동59247,010-8062-6625,B리서치,3,2,2,2,4,2,True
테스트조사,홍길동59267,010-8089-8140,C리서치,4,1,2,2,1,2,True
테스트조사,홍길동59319,010-6736-9329,B리서치,4,3,3,4,2,2,True
테스트조사,홍길동59380,010-3529-7609,B리서치,1,3,5,4,5,2,True
테스트조사,홍길동59406,010-2503-8887,A리서치,4,2,1,5,1,2,True
테스트조사,홍길동59471,010-1160-4031,C리서치,4,2,2,5,5,2,True
테스트조사,홍길동59523,010-4637-7153,C리서치,1,3,3,1,3,2,True
테스트조사,홍길동59846,010-9541-7645,A리서치,4,5,5,3,4,2,True
테스트조사,홍길동59880,010-9280-9864,A리서치,4,5,5,4,3,2,True
테스트조사,홍길동60000,010-9559-9392,B리서치,1,2,3,2,4,2,True
테스트조사,홍길동60101,010-4343-9506,C리서치,3,5,4,2,1,2,True
테스트조사,홍길동60140,010-7389-3277,A리서치,2,1,3,3,1,2,True
테스트조사,홍길동60220,010-3371-7320,A리서치,3,2,4,3,2,2,True
테스트조사,홍길동60301,010-7706-8735,C리서치,3,5,5,4,5,2,True
테스트조사,홍길동60329,010-8032-8427,C리서치,4,4,3,3,2,2,True
테스트조사,홍길동60427,010-6195-1583,A리서치,3,1,1,5,5,2,True
테스트조사,홍길동60429,010-9144-1562,B리서치,5,1,5,4,2,2,True
테스트조사,홍길동60608,010-2350-3290,B리서치,5,4,3,5,2,2,True
테스트조사,홍길동60611,010-4618-5778,C리서치,3,4,4,4,1,2,True
테스트조사,홍길동60702,010-6704-2146,A리서치,2,2,1,3,3,2,True
테스트조사,홍길동60738,010-8331-3334,A리서치,5,4,4,5,2,2,True
테스트조사,홍길동60769,010-6306-7314,A리서치,4,4,5,1,2,2,True
테스트조사,홍길동60810,010-2565-1018,B리서치,2,2,1,3,1,2,True
테스트조사,홍길동60847,010-7295-9401,C리서치,1,1,3,4,1,2,True
테스트조사,홍길동60890,010-7105-9182,C리서치,1,4,3,5,5,2,True
테스트조사,홍길동60954,010-7102-8657,A리서치,2,2,5,5,1,2,True
테스트조사,홍길동61504,010-9689-1322,A리서치,1,4,5,2,3,2,True
테스트조사,홍길동61666,010-8313-6591,B리서치,2,3,3,5,5,2,True
테스트조사,홍길동61709,010-3543-7278,A리서치,1,5,3,5,1,2,True
테스트조사,홍길동61772,010-6182-1722,A리서치,2,2,4,4,3,2,True
테스트조사,홍길동61930,010-2117-7098,B리서치,2,4,5,1,5,2,True
테스트조사,홍길동61985,010-9216-3396,C리서치,4,3,5,2,1,2,True
테스트조사,홍길동62069,010-1256-3120,B리서치,1,4,5,2,2,2,True
테스트조사,홍길동62169,010-1880-4130,A리서치,1,2,3,5,4,2,True
테스트조사,홍길동62184,010-3807-8009,B리서치,3,2,3,3,2,2,True
테스트조사,홍길동62197,010-3745-1352,A리서치,1,1,1,5,1,2,True
테스트조사,홍길동62244,010-8650-9495,C리서치,3,4,1,1,4,2,True
테스트조사,홍길동62256,010-1559-5465,A리서치,2,4,5,2,5,2,True
테스트조사,홍길동62368,010-6936-9770,C리서치,3,2,4,5,1,2,True
테스트조사,홍길동62405,010-4417-4616,A리서치,5,4,2,2,1,2,True
테스트조사,홍길동62481,010-1217-2939,B리서치,4,1,2,3,2,2,True
테스트조사,홍길동62557,010-5004-9362,A리서치,5,1,3,4,2,2,True
테스트조사,홍길동62699,010-2234-1772,C리서치,4,1,4,5,4,2,True
테스트조사,홍길동62701,010-8362-8497,C리서치,3,3,2,1,4,2,True
테스트조사,홍길동62880,010-1962-1844,B리서치,3,2,2,3,4,2,True
테스트조사,홍길동63158,010-4384-6009,B리서치,1,1,3,1,1,2,True
테스트조사,홍길동63210,010-3823-9066,C리서치,2,2,4,3,2,2,True
테스트조사,홍길동63627,010-5577-8967,C리서치,1,2,3,2,1,2,True
테스트조사,홍길동63886,010-5611-6642,B리서치,1,4,3,3,1,2,True
테스트조사,홍길동63944,010-4754-3049,C리서치,1,4,2,3,4,2,True
테스트조사,홍길동64093,010-3647-4308,A리서치,3,5,1,1,2,2,True
테스트조사,홍길동64175,010-5224-3743,B리서치,5,5,5,4,3,2,True
테스트조사,홍길동64395,010-2867-9057,B리서치,3,4,1,5,1,2,True
테스트조사,홍길동64610,010-5727-9810,A리서치,3,1,4,2,1,2,True
테스트조사,홍길동64763,010-6085-9882,C리서치,5,2,5,2,3,2,True
테스트조사,홍길동64779,010-6358-7707,C리서치,2,3,5,3,4,2,True
테스트조사,홍길동64783,010-1854-4274,B리서치,3,2,5,3,1,2,True
테스트조사,홍길동64794,010-4507-2058,A리서치,2,3,2,4,1,2,True
테스트조사,홍길동64857,010-2202-2361,B리서치,5,3,5,5,2,2,True
테스트조사,홍길동64865,010-8483-2308,B리서치,4,1,1,4,2,2,True
테스트조사,홍길동64948,010-6944-9163,B리서치,2,2,2,2,1,2,True
테스트조사,홍길동64994,010-2928-4625,B리서치,1,3,5,3,5,2,True
테스트조사,홍길동65046,010-3279-8015,B리서치,1,5,4,4,2,2,True
테스트조사,홍길동65075,010-1698-4453,A리서치,4,4,1,4,1,2,True
테스트조사,홍길동65106,010-2245-7461,B리서치,4,3,5,1,5,2,True
테스트조사,홍길동65232,010-1071-1841,B리서치,1,5,2,1,4,2,True
테스트조사,홍길동65316,010-4879-7453,A리서치,4,5,4,5,3,2,True
테스트조사,홍길동65329,010-2526-4533,A리서치,2,5,5,1,5,2,True
테스트조사,홍길동65400,010-3604-1991,C리서치,4,2,1,3,2,2,True
테스트조사,홍길동65489,010-1674-4419,B리서치,5,5,3,4,4,2,True
테스트조사,홍길동65526,010-3900-6641,C리서치,4,4,3,1,1,2,True
테스트조사,홍길동65832,010-1147-4344,A리서치,4,4,5,2,5,2,True
테스트조사,홍길동65840,010-3371-7320,B리서치,5,5,3,2,1,2,True
테스트조사,홍길동65860,010-6181-4809,C리서치,5,4,2,5,5,3,True
테스트조사,홍길동65893,010-1961-1441,C리서치,3,4,1,1,4,2,True
테스트조사,홍길동65959,010-7363-9755,A리서치,2,3,4,3,4,2,True
테스트조사,홍길동65982,010-2169-3704,B리서치,4,5,3,3,1,2,True
테스트조사,홍길동66009,010-3971-8591,A리서치,1,3,4,4,5,2,True
테스트조사,홍길동66042,010-9227-7156,A리서치,3,1,1,1,4,2,True
테스트조사,홍길동66093,010-2245-4440,B리서치,3,4,1,4,3,2,True
테스트조사,홍길동66129,010-4519-2747,C리서치,4,4,3,4,2,2,True
테스트조사,홍길동66280,010-5626-3073,A리서치,5,4,2,4,1,2,True
테스트조사,홍길동66345,010-1399-8399,A리서치,5,5,2,5,2,2,True
테스트조사,홍길동66461,010-6704-2146,B리서치,4,1,3,1,1,2,True
테스트조사,홍길동66478,010-2350-3290,A리서치,2,5,2,3,5,2,True
테스트조사,홍길동66488,010-5242-7665,C리서치,2,3,5,5,1,2,True
테스트조사,홍길동66564,010-4032-2687,B리서치,2,2,1,1,4,2,True
테스트조사,홍길동66674,010-9162-3045,B리서치,1,2,5,4,4,2,True
테스트조사,홍길동66718,010-4828-3429,C리서치,5,3,5,4,5,2,True
테스트조사,홍길동66721,010-1806-1624,A리서치,2,2,3,4,2,2,True
테스트조사,홍길동66829,010-1616-2403,B리서치,5,5,5,3,4,2,True
테스트조사,홍길동67107,010-6817-2901,B리서치,2,3,2,3,4,2,True
테스트조사,홍길동67292,010-3938-5494,C리서치,4,1,3,5,3,2,True
테스트조사,홍길동67322,010-6936-9770,B리서치,2,3,2,5,5,2,True
테스트조사,홍길동67379,010-7808-3676,B리서치,3,2,2,2,1,2,True
테스트조사,홍길동67402,010-3146-8316,B리서치,5,1,2,2,4,2,True
테스트조사,홍길동67453,010-6339-2869,A리서치,5,5,3,2,4,2,True
테스트조사,홍길동67609,010-9914-2008,A리서치,2,2,5,5,3,2,True
테스트조사,홍길동67698,010-6962-6568,B리서치,4,3,4,3,3,2,True
테스트조사,홍길동67720,010-8393-9887,C리서치,1,1,5,4,4,2,True
테스트조사,홍길동67733,010-5361-5759,C리서치,4,3,5,2,4,2,True
테스트조사,홍길동67774,010-7689-4120,C리서치,4,4,3,2,4,2,True
테스트조사,홍길동67800,010-2491-9216,A리서치,1,4,4,1,3,2,True
테스트조사,홍길동67801,010-7897-4437,A리서치,2,5,1,1,5,2,True
테스트조사,홍길동67879,010-6041-9255,B리서치,3,3,4,1,1,2,True
테스트조사,홍길동67975,010-2813-6579,C리서치,3,1,4,5,5,2,True
테스트조사,홍길동68020,010-5004-9362,A리서치,1,1,1,5,5,2,True
테스트조사,홍길동68056,010-1902-6236,A리서치,2,5,1,1,1,2,True
테스트조사,홍길동68082,010-1618-2155,C리서치,1,5,2,3,1,2,True
테스트조사,홍길동68220,010-8483-2308,B리서치,2,5,1,3,5,2,True
테스트조사,홍길동68222,010-7890-8486,B리서치,4,3,2,1,5,2,True
테스트조사,홍길동68431,010-4331-9137,B리서치,3,5,4,4,2,2,True
테스트조사,홍길동68434,010-4610-8227,A리서치,5,5,5,4,2,2,True
테스트조사,홍길동68483,010-2023-8862,B리서치,4,4,2,5,3,2,True
테스트조사,홍길동68553,010-2814-4812,A리서치,4,5,1,5,4,2,True
테스트조사,홍길동68573,010-8536-6165,B리서치,4,4,1,3,1,2,True
테스트조사,홍길동68609,010-1129-9476,A리서치,5,4,1,2,4,2,True
테스트조사,홍길동68665,010-6263-3219,A리서치,5,2,2,5,2,2,True
테스트조사,홍길동68693,010-6149-9628,A리서치,2,2,3,5,2,2,True
테스트조사,홍길동68705,010-9711-6477,C리서치,1,2,3,3,5,2,True
테스트조사,홍길동68788,010-9541-7645,C리서치,5,2,5,5,1,2,True
테스트조사,홍길동68844,010-1589-5691,C리서치,2,1,4,2,4,2,True
테스트조사,홍길동68887,010-4451-3158,A리서치,4,2,2,4,4,2,True
테스트조사,홍길동68933,010-3389-3735,B리서치,5,5,2,4,5,2,True
테스트조사,홍길동68946,010-9897-2271,C리서치,2,2,3,1,4,2,True
테스트조사,홍길동69039,010-4724-9582,B리서치,4,2,5,2,1,2,True
테스트조사,홍길동69170,010-8407-1824,B리서치,4,3,1,2,5,2,True
테스트조사,홍길동69436,010-2117-7098,C리서치,5,2,5,3,4,2,True
테스트조사,홍길동69551,010-2551-1039,C리서치,1,5,4,3,4,2,True
테스트조사,홍길동69566,010-3860-4331,A리서치,5,5,2,2,1,2,True
테스트조사,홍길동69574,010-5366-2058,A리서치,4,2,3,1,2,2,True
테스트조사,홍길동69597,010-5821-5745,B리서치,2,5,4,4,4,2,True
테스트조사,홍길동69754,010-8921-5967,B리서치,3,1,3,3,3,2,True
테스트조사,홍길동70033,010-1620-1499,B리서치,5,1,1,5,4,2,True
테스트조사,홍길동70166,010-6306-7314,B리서치,4,2,3,1,5,2,True
테스트조사,홍길동70266,010-3623-5555,A리서치,4,5,5,1,3,2,True
테스트조사,홍길동70277,010-2565-1018,B리서치,1,3,4,1,1,2,True
테스트조사,홍길동70530,010-4283-3418,A리서치,3,4,5,1,2,2,True
테스트조사,홍길동70734,010-4888-2116,C리서치,2,3,3,5,2,2,True
테스트조사,홍길동70799,010-3405-2204,C리서치,1,1,5,5,3,2,True
테스트조사,홍길동70849,010-5235-4579,C리서치,5,5,3,1,5,2,True
테스트조사,홍길동70922,010-5577-8967,A리서치,3,4,4,3,1,2,True
테스트조사,홍길동71063,010-4372-2875,A리서치,4,5,4,4,4,2,True
테스트조사,홍길동71081,010-4637-7153,B리서치,4,4,5,2,4,2,True
테스트조사,홍길동71252,010-7815-6967,A리서치,5,1,1,5,4,2,True
테스트조사,홍길동71351,010-2462-1711,C리서치,1,2,5,1,5,2,True
테스트조사,홍길동71449,010-3807-6879,C리서치,5,1,3,5,5,2,True
테스트조사,홍길동71703,010-1722-2813,B리서치,3,1,4,3,5,2,True
테스트조사,홍길동71872,010-7467-9180,B리서치,4,2,5,4,3,2,True
테스트조사,홍길동71954,010-6710-2131,C리서치,4,5,5,4,3,2,True
테스트조사,홍길동72151,010-4638-8735,A리서치,2,5,1,3,3,2,True
테스트조사,홍길동72496,010-4480-1117,C리서치,1,2,1,4,5,2,True
테스트조사,홍길동72537,010-3527-6386,C리서치,1,5,4,2,5,2,True
테스트조사,홍길동72629,010-5599-9168,A리서치,5,5,1,4,5,2,True
테스트조사,홍길동73063,010-8327-6323,B리서치,4,2,2,5,1,2,True
테스트조사,홍길동73163,010-9711-6477,B리서치,1,5,1,1,4,2,True
테스트조사,홍길동73169,010-7486-6245,B리서치,1,2,3,5,1,2,True
테스트조사,홍길동73185,010-3627-9422,A리서치,2,4,3,4,4,2,True
테스트조사,홍길동73215,010-7105-9182,A리서치,5,3,2,3,4,2,True
테스트조사,홍길동73333,010-1545-3448,C리서치,3,1,2,1,3,2,True
테스트조사,홍길동73342,010-5153-6665,A리서치,3,1,5,5,2,2,True
테스트조사,홍길동73417,010-7304-4179,C리서치,4,3,3,3,1,2,True
테스트조사,홍길동73456,010-9053-5962,C리서치,5,4,1,4,5,2,True
테스트조사,홍길동73458,010-4126-8409,B리서치,1,3,5,5,3,2,True
테스트조사,홍길동73580,010-3895-4139,B리서치,1,5,1,1,5,2,True
테스트조사,홍길동73608,010-8331-3334,B리서치,4,1,4,4,4,2,True
테스트조사,홍길동73768,010-6362-6983,A리서치,2,4,4,1,4,2,True
테스트조사,홍길동73841,010-5573-2885,C리서치,2,3,3,1,4,2,True
테스트조사,홍길동73998,010-6505-9192,C리서치,1,2,1,5,3,2,True
테스트조사,홍길동74072,010-4403-2517,C리서치,4,1,5,4,3,2,True
테스트조사,홍길동74090,010-6214-7674,C리서치,1,2,5,4,1,2,True
테스트조사,홍길동74112,010-7959-8412,A리서치,4,3,2,5,4,2,True
테스트조사,홍길동74340,010-2958-6096,B리서치,1,3,2,5,3,2,True
테스트조사,홍길동74486,010-5600-3958,A리서치,3,1,3,2,3,2,True
테스트조사,홍길동74522,010-7852-8291,B리서치,4,4,2,3,2,2,True
테스트조사,홍길동74544,010-1254-2374,B리서치,1,3,1,3,3,2,True
테스트조사,홍길동74659,010-3665-4063,C리서치,2,3,1,1,4,2,True
테스트조사,홍길동74696,010-6165-5174,C리서치,4,1,4,3,1,2,True
테스트조사,홍길동74734,010-6842-9668,C리서치,1,2,2,5,3,2,True
테스트조사,홍길동74784,010-5224-3743,C리서치,4,1,3,3,4,2,True
테스트조사,홍길동74911,010-4665-3649,C리서치,1,4,4,1,3,2,True
테스트조사,홍길동74929,010-4564-7474,A리서치,5,4,4,4,3,2,True
테스트조사,홍길동75154,010-8456-1189,A리서치,1,3,3,1,5,2,True
테스트조사,홍길동75225,010-2615-9572,A리서치,5,4,5,1,4,2,True
테스트조사,홍길동75366,010-7318-4741,B리서치,3,1,4,5,4,2,True
테스트조사,홍길동75369,010-4742-7277,B리서치,1,1,4,3,3,2,True
테스트조사,홍길동75559,010-1536-7596,A리서치,1,1,5,5,5,2,True
테스트조사,홍길동75580,010-6172-1032,A리서치,5,5,2,3,2,2,True
테스트조사,홍길동75582,010-4977-1682,B리서치,1,3,4,4,4,2,True
테스트조사,홍길동75614,010-7631-3349,C리서치,5,1,4,4,4,2,True
테스트조사,홍길동75664,010-8770-7739,A리서치,1,1,4,1,5,2,True
테스트조사,홍길동75720,010-8251-8156,C리서치,3,3,1,2,2,2,True
테스트조사,홍길동75835,010-2346-6571,A리서치,1,2,3,2,1,2,True
테스트조사,홍길동75935,010-6862-9174,B리서치,5,1,2,2,2,2,True
테스트조사,홍길동76065,010-6210-9410,A리서치,1,4,5,2,3,2,True
테스트조사,홍길동76142,010-4065-8748,B리서치,2,5,3,3,1,2,True
테스트조사,홍길동76183,010-1551-7057,C리서치,4,3,4,3,5,2,True
테스트조사,홍길동76260,010-4154-2561,C리서치,3,3,5,1,1,2,True
테스트조사,홍길동76275,010-6339-2869,A리서치,4,3,4,4,1,2,True
테스트조사,홍길동76303,010-9600-8104,C리서치,3,3,3,3,2,2,True
테스트조사,홍길동76377,010-5374-1490,C리서치,1,5,1,5,3,2,True
테스트조사,홍길동76492,010-4770-8698,C리서치,4,4,1,3,5,2,True
테스트조사,홍길동76542,010-5560-9767,C리서치,3,3,2,5,2,2,True
테스트조사,홍길동76638,010-6564-4797,A리서치,3,5,1,1,2,2,True
테스트조사,홍길동76668,010-3636-9538,C리서치,1,3,4,4,4,2,True
테스트조사,홍길동76711,010-8890-1825,B리서치,5,5,3,3,4,2,True
테스트조사,홍길동76716,010-7589-1153,C리서치,2,2,4,5,3,2,True
테스트조사,홍길동76888,010-7689-4120,B리서치,5,1,4,5,5,2,True
테스트조사,홍길동77007,010-2884-9743,C리서치,3,2,5,5,5,2,True
테스트조사,홍길동77086,010-3298-2801,A리서치,1,2,3,4,1,2,True
테스트조사,홍길동77091,010-9364-1155,B리서치,4,1,4,5,2,2,True
테스트조사,홍길동77112,010-9150-7501,B리서치,4,2,3,4,4,2,True
테스트조사,홍길동77196,010-2687-4395,A리서치,3,1,1,4,1,2,True
테스트조사,홍길동77274,010-2745-9396,A리서치,3,4,4,2,4,2,True
테스트조사,홍길동77323,010-6126-3608,B리서치,4,1,4,1,5,2,True
테스트조사,홍길동77326,010-9395-6546,B리서치,3,4,3,2,3,2,True
테스트조사,홍길동77495,010-4857-9896,B리서치,4,3,3,5,4,2,True
테스트조사,홍길동77571,010-1760-3761,A리서치,4,5,1,2,4,2,True
테스트조사,홍길동77615,010-8685-9107,B리서치,4,3,1,1,2,2,True
테스트조사,홍길동77641,010-3028-7422,C리서치,1,2,5,4,4,2,True
테스트조사,홍길동77663,010-2799-2624,B리서치,1,1,4,2,4,2,True
테스트조사,홍길동77762,010-4334-8464,C리서치,5,1,5,1,1,2,True
테스트조사,홍길동77781,010-6010-4218,C리서치,5,1,1,2,2,2,True
테스트조사,홍길동77787,010-3780-5778,C리서치,1,2,3,1,2,2,True
테스트조사,홍길동77927,010-3845-2772,A리서치,4,4,3,3,2,2,True
테스트조사,홍길동77940,010-8774-5230,B리서치,3,5,5,3,1,2,True
테스트조사,홍길동78066,010-6035-2419,C리서치,3,3,1,2,3,2,True
테스트조사,홍길동78078,010-4665-3649,C리서치,3,5,5,1,5,2,True
테스트조사,홍길동78294,010-4833-6476,A리서치,5,4,3,2,2,2,True
테스트조사,홍길동78323,010-5659-4235,B리서치,1,3,2,2,4,2,True
테스트조사,홍길동78324,010-1762-6678,B리서치,5,5,1,4,3,2,True
테스트조사,홍길동78329,010-2134-8311,B리서치,2,2,4,5,4,2,True
테스트조사,홍길동78476,010-9682-9046,C리서치,2,4,5,2,1,2,True
테스트조사,홍길동78565,010-9117-2715,B리서치,1,3,1,1,1,2,True
테스트조사,홍길동78644,010-3380-3310,A리서치,4,5,2,4,2,2,True
테스트조사,홍길동78694,010-7607-3677,A리서치,5,5,1,3,4,2,True
테스트조사,홍길동78703,010-7943-5134,A리서치,2,1,1,3,2,2,True
테스트조사,홍길동78824,010-5653-7803,C리서치,2,5,3,3,5,2,True
테스트조사,홍길동78845,010-5425-5864,A리서치,4,5,4,1,4,2,True
테스트조사,홍길동78852,010-2503-8887,A리서치,3,5,5,5,4,2,True
테스트조사,홍길동78860,010-8374-8469,C리서치,4,1,4,3,5,2,True
테스트조사,홍길동78902,010-4353-6132,B리서치,4,3,4,3,1,2,True
테스트조사,홍길동78994,010-5688-1705,B리서치,5,3,4,2,2,2,True
테스트조사,홍길동79010,010-2814-4812,B리서치,1,1,5,1,3,2,True
테스트조사,홍길동79173,010-9630-8384,C리서치,5,1,5,1,4,2,True
테스트조사,홍길동79196,010-7916-8286,C리서치,1,4,4,4,5,2,True
테스트조사,홍길동79344,010-4928-7274,B리서치,5,2,4,1,3,2,True
테스트조사,홍길동79481,010-6242-8156,A리서치,4,3,2,1,4,2,True
테스트조사,홍길동79627,010-3530-2857,A리서치,2,2,4,3,5,2,True
테스트조사,홍길동79705,010-5378-1387,C리서치,5,1,3,2,5,2,True
테스트조사,홍길동79711,010-7297-5145,B리서치,4,3,3,1,4,2,True
테스트조사,홍길동79726,010-6358-7707,C리서치,2,4,5,3,5,2,True
테스트조사,홍길동79738,010-5762-2014,A리서치,3,3,5,1,2,2,True
테스트조사,홍길동79763,010-1941-1402,A리서치,2,5,5,1,2,2,True
테스트조사,홍길동79893,010-8401-4399,A리서치,3,5,4,1,4,2,True
테스트조사,홍길동80135,010-4565-5782,B리서치,1,1,3,5,4,2,True
테스트조사,홍길동80168,010-4787-8888,A리서치,4,3,5,3,4,2,True
테스트조사,홍길동80300,010-5294-2930,B리서치,4,1,1,3,4,2,True
테스트조사,홍길동80357,010-3146-8316,B리서치,2,4,5,5,4,2,True
테스트조사,홍길동80370,010-9067-4256,C리서치,2,2,2,5,4,2,True
테스트조사,홍길동80433,010-5246-9520,A리서치,4,3,5,2,4,2,True
테스트조사,홍길동80485,010-1070-4521,A리서치,2,4,4,2,1,2,True
테스트조사,홍길동80527,010-4539-1581,B리서치,1,5,4,1,1,2,True
테스트조사,홍길동80626,010-8525-3169,B리서치,3,4,2,1,1,2,True
테스트조사,홍길동80642,010-3331-5889,A리서치,2,4,1,1,5,2,True
테스트조사,홍길동80689,010-3247-7768,C리서치,2,2,1,4,5,2,True
테스트조사,홍길동80798,010-1586-6586,A리서치,2,5,2,3,1,2,True
테스트조사,홍길동80990,010-7911-5575,C리서치,2,2,5,2,2,2,True
테스트조사,홍길동81183,010-7724-6994,B리서치,2,5,5,3,3,2,True
테스트조사,홍길동81235,010-4928-7274,C리서치,1,2,3,3,3,2,True
테스트조사,홍길동81336,010-4771-6947,A리서치,4,5,5,5,1,2,True
테스트조사,홍길동81343,010-5608-1158,A리서치,2,1,5,5,2,2,True
테스트조사,홍길동81347,010-1734-5101,B리서치,3,1,4,1,5,2,True
테스트조사,홍길동81405,010-6940-4708,C리서치,1,4,2,3,2,2,True
테스트조사,홍길동81445,010-2089-6098,C리서치,3,4,5,5,3,2,True
테스트조사,홍길동81615,010-8111-9895,C리서치,3,5,4,2,5,2,True
테스트조사,홍길동81726,010-3266-8539,C리서치,4,1,5,3,4,2,True
테스트조사,홍길동81755,010-3846-5217,A리서치,3,5,5,5,2,2,True
테스트조사,홍길동81852,010-7300-5453,A리서치,1,1,1,5,5,2,True
테스트조사,홍길동81853,010-4862-2870,B리서치,5,1,2,5,1,2,True
테스트조사,홍길동81955,010-3223-5890,C리서치,4,4,1,3,4,2,True
테스트조사,홍길동82022,010-8289-1140,B리서치,5,5,4,4,2,2,True
테스트조사,홍길동82035,010-5851-8614,C리서치,1,5,1,3,1,2,True
테스트조사,홍길동82042,010-5563-5424,A리서치,1,4,4,2,2,2,True
테스트조사,홍길동82128,010-1228-6459,C리서치,3,2,2,2,5,2,True
테스트조사,홍길동82172,010-3623-5555,B리서치,3,4,5,2,5,2,True
테스트조사,홍길동82189,010-3882-1078,C리서치,1,3,4,4,3,2,True
테스트조사,홍길동82237,010-4105-5153,B리서치,5,1,4,2,3,2,True
테스트조사,홍길동82504,010-4085-3106,C리서치,2,5,3,1,3,2,True
테스트조사,홍길동82718,010-5687-4643,A리서치,2,2,4,4,1,2,True
테스트조사,홍길동83065,010-9847-8541,C리서치,3,2,4,5,3,2,True
테스트조사,홍길동83143,010-2581-7894,C리서치,5,2,4,3,4,2,True
테스트조사,홍길동83221,010-4546-5983,C리서치,5,2,4,2,5,2,True
테스트조사,홍길동83267,010-3038-4228,B리서치,1,5,2,3,1,2,True
테스트조사,홍길동83303,010-6124-4884,B리서치,1,3,3,5,2,2,True
테스트조사,홍길동83340,010-6085-9882,A리서치,2,2,3,5,3,2,True
테스트조사,홍길동83355,010-1063-2303,B리서치,1,2,4,1,3,2,True
테스트조사,홍길동83450,010-8346-9994,C리서치,1,2,1,3,3,2,True
테스트조사,홍길동83469,010-4273-1822,A리서치,5,5,4,3,1,2,True
테스트조사,홍길동83523,010-9631-7510,A리서치,1,5,2,4,1,2,True
테스트조사,홍길동83538,010-8912-6391,B리서치,3,1,1,4,4,2,True
테스트조사,홍길동83566,010-7127-1429,C리서치,4,3,5,2,3,2,True
테스트조사,홍길동83595,010-3180-4816,A리서치,5,1,4,3,4,2,True
테스트조사,홍길동83795,010-1336-7421,C리서치,4,5,2,5,4,2,True
테스트조사,홍길동83891,010-9032-5713,A리서치,3,3,3,4,2,2,True
테스트조사,홍길동83901,010-7295-9401,A리서치,5,1,2,4,3,2,True
테스트조사,홍길동83975,010-6163-2906,B리서치,4,4,5,1,4,2,True
테스트조사,홍길동84016,010-6434-7095,A리서치,1,5,4,2,4,2,True
테스트조사,홍길동84102,010-2868-9579,C리서치,3,1,4,1,3,2,True
테스트조사,홍길동84105,010-1343-2903,A리서치,1,3,3,3,4,2,True
테스트조사,홍길동84107,010-6195-1583,C리서치,5,1,4,1,2,2,True
테스트조사,홍길동84178,010-6842-9668,C리서치,4,3,1,2,1,2,True
테스트조사,홍길동84322,010-5828-4733,A리서치,4,1,2,4,4,2,True
테스트조사,홍길동84324,010-7178-4478,B리서치,4,3,4,4,5,2,True
테스트조사,홍길동84451,010-1439-8188,C리서치,3,2,1,5,4,2,True
테스트조사,홍길동84632,010-6938-4863,B리서치,2,5,1,3,1,3,True
테스트조사,홍길동84638,010-1196-7974,A리서치,5,1,4,2,5,2,True
테스트조사,홍길동84740,010-7467-9180,C리서치,4,5,2,2,4,2,True
테스트조사,홍길동84946,010-1220-5532,B리서치,2,1,1,3,2,2,True
테스트조사,홍길동84978,010-8702-1468,B리서치,3,3,2,2,1,2,True
테스트조사,홍길동85158,010-2333-5774,A리서치,3,3,4,1,4,2,True
테스트조사,홍길동85295,010-5352-4911,B리서치,4,4,2,3,3,2,True
테스트조사,홍길동85299,010-6138-9994,B리서치,2,2,2,5,4,2,True
테스트조사,홍길동85359,010-7471-7059,A리서치,2,4,4,5,5,2,True
테스트조사,홍길동85482,010-6514-5032,B리서치,4,3,4,1,5,2,True
테스트조사,홍길동85487,010-2427-3737,C리서치,2,4,3,5,4,2,True
테스트조사,홍길동85542,010-3392-4386,B리서치,2,4,1,3,3,2,True
테스트조사,홍길동85561,010-4619-4764,A리서치,4,3,5,4,2,2,True
테스트조사,홍길동85569,010-6918-4376,B리서치,5,3,1,2,4,2,True
테스트조사,홍길동85586,010-5306-6494,A리서치,5,4,1,2,5,2,True
테스트조사,홍길동85663,010-5102-7276,C리서치,5,4,1,5,4,2,True
테스트조사,홍길동85765,010-9443-7858,A리서치,1,5,2,4,2,2,True
